business_name,address,phone,email,website,rating,review_count,google_maps_url,image_url,place_id,has_website,speed_ms,has_title,has_meta_desc,has_h1,score,issues
"Smokey's Smoke, Cigar & Daiquiris To-Go","1711 N Shepherd Dr, Houston, TX 77008",(281) 896-7000,,https://smokeys-smoke-cigar.grexa.site/,4.9,105,https://www.google.com/maps/search/?api=1&query=Smokey's%20Smoke%2C%20Cigar%20%26%20Daiquiris%20To-Go&query_place_id=ChIJnaya4xvHQIYRYMJNfMjREew,,ChIJnaya4xvHQIYRYMJNfMjREew,true,,,,,,
South Post Oak Smoke Shop,"11135 S Post Oak Rd, Houston, TX 77035",(832) 573-0656,,https://www.instagram.com/south_postoak_smoke?igsh=OHIxOWJvMThncm8z&utm_source=qr,4.6,426,https://www.google.com/maps/search/?api=1&query=South%20Post%20Oak%20Smoke%20Shop&query_place_id=ChIJWcMi7RbqQIYRGHzlV61lSfE,,ChIJWcMi7RbqQIYRGHzlV61lSfE,true,,,,,,
BELLAIRE SMOKE SHOP & Dispensary,"7710 Bellaire Blvd # K, Houston, TX 77036",(832) 487-9724,,http://www.bellairesmokeshop.com/,4.6,181,https://www.google.com/maps/search/?api=1&query=BELLAIRE%20SMOKE%20SHOP%20%26%20Dispensary&query_place_id=ChIJ60Nc__bCQIYRJR2VxSMD_dQ,,ChIJ60Nc__bCQIYRJR2VxSMD_dQ,true,,,,,,
Rock 'N Roll It,"1969 W T C Jester Blvd, Houston, TX 77008",(713) 230-8535,,https://rocknrollit.com/,4.7,590,https://www.google.com/maps/search/?api=1&query=Rock%20'N%20Roll%20It&query_place_id=ChIJFdtRXxzHQIYREJzMOquOCl4,,ChIJFdtRXxzHQIYREJzMOquOCl4,true,,,,,,
Green Smoke Vape & Tobacco,"14121 Northwest Fwy F, Houston, TX 77040",(346) 664-9675,,,4.6,148,https://www.google.com/maps/search/?api=1&query=Green%20Smoke%20Vape%20%26%20Tobacco&query_place_id=ChIJoyS6T5LPQIYRFgB2o7-HL-c,,ChIJoyS6T5LPQIYRFgB2o7-HL-c,false,,,,,,
290 SMOKE SHOP,"17504 Northwest Fwy #700, Jersey Village, TX 77065",(713) 466-1195,,,4.7,76,https://www.google.com/maps/search/?api=1&query=290%20SMOKE%20SHOP&query_place_id=ChIJrcm8ekjQQIYRvZDm6FWRhJQ,,ChIJrcm8ekjQQIYRvZDm6FWRhJQ,false,,,,,,
Mom & Pop Smoke Shop,"2124 Holly Hall St Suite B, Houston, TX 77054",(713) 383-7860,,,4.1,108,https://www.google.com/maps/search/?api=1&query=Mom%20%26%20Pop%20Smoke%20Shop&query_place_id=ChIJ9RX4VAHAQIYRSzpDiZIRTbo,,ChIJ9RX4VAHAQIYRSzpDiZIRTbo,false,,,,,,
Pressure Packs Exotic Smoke Shop,"304 Lockwood Dr, Houston, TX 77011",(346) 873-0435,,,4.9,56,https://www.google.com/maps/search/?api=1&query=Pressure%20Packs%20Exotic%20Smoke%20Shop&query_place_id=ChIJRdX3nJq_QIYR0uygbC4E9TI,,ChIJRdX3nJq_QIYR0uygbC4E9TI,false,,,,,,
Sunset Smoke and Vape,"2104 Leeland St, Houston, TX 77003",(346) 701-7235,,https://www.sunsetsmokevape.com/,5,27,https://www.google.com/maps/search/?api=1&query=Sunset%20Smoke%20and%20Vape&query_place_id=ChIJcdZm8-2_QIYRxa3wONECVLM,,ChIJcdZm8-2_QIYRxa3wONECVLM,true,,,,,,
Bleezy's Smoke Shop,"1019 Alabama St, Houston, TX 77004",(832) 805-0207,,http://www.bleezyssmokeshop.com/,4.6,109,https://www.google.com/maps/search/?api=1&query=Bleezy's%20Smoke%20Shop&query_place_id=ChIJd-LPGlu_QIYRS7_yhG5y92Q,,ChIJd-LPGlu_QIYRS7_yhG5y92Q,true,,,,,,
Houston Smoke Inc dispensary,"10541 S Post Oak Rd, Houston, TX 77035",(713) 485-6762,,https://www.instagram.com/houston_smoke_dispensary/,4.4,141,https://www.google.com/maps/search/?api=1&query=Houston%20Smoke%20Inc%20dispensary&query_place_id=ChIJM_Mdaw7qQIYR7C9TrRZVjSQ,,ChIJM_Mdaw7qQIYR7C9TrRZVjSQ,true,,,,,,
Rock 'N Roll It,"3620 Katy Fwy suite e, Houston, TX 77077",(832) 491-1131,,https://rocknrollit.com/,4.8,648,https://www.google.com/maps/search/?api=1&query=Rock%20'N%20Roll%20It&query_place_id=ChIJtYmNKVTHQIYRFxSRYH5mtk4,,ChIJtYmNKVTHQIYRFxSRYH5mtk4,true,,,,,,
Real Smoke Shop,"4828 E Mt Houston Rd, Houston, TX 77093",(832) 328-5507,,http://www.instagram.com/real_smoke_shop,4.7,352,https://www.google.com/maps/search/?api=1&query=Real%20Smoke%20Shop&query_place_id=ChIJ5wYl5De3QIYROVJEg2XdvoE,,ChIJ5wYl5De3QIYROVJEg2XdvoE,true,,,,,,
Willowbrook Smoke Shop VAPE HOOKAH &CIGAR &CBD & Legal THC & Hydroxy & Delta-9 & Kratom & THC-A & MORE,"5033 FM 1960 Suit 500, Houston, TX 77069",(281) 836-6008,,,5,1628,https://www.google.com/maps/search/?api=1&query=Willowbrook%20Smoke%20Shop%20VAPE%20HOOKAH%20%26CIGAR%20%26CBD%20%26%20Legal%20THC%20%26%20Hydroxy%20%26%20Delta-9%20%26%20Kratom%20%26%20THC-A%20%26%20MORE&query_place_id=ChIJi23xdhPNQIYRUIiQ2aguPHk,,ChIJi23xdhPNQIYRUIiQ2aguPHk,false,,,,,,
Rock 'N Roll It,"3501 S Shepherd Dr, Houston, TX 77098",(713) 325-2830,,https://rocknrollit.com/,4.6,469,https://www.google.com/maps/search/?api=1&query=Rock%20'N%20Roll%20It&query_place_id=ChIJwQZnGo3AQIYRGAc6kmOYJdY,,ChIJwQZnGo3AQIYRGAc6kmOYJdY,true,,,,,,
"Dr.smoke - tobacco , vape , delta 8 - CBD & adult toys","10978 Grant Rd # C, Houston, TX 77070",(346) 541-1088,,http://facebook.com/drsmokehouston,4.8,147,https://www.google.com/maps/search/?api=1&query=Dr.smoke%20-%20tobacco%20%2C%20vape%20%2C%20delta%208%20-%20CBD%20%26%20adult%20toys&query_place_id=ChIJVwFQt3TTQIYRx6kBdzq6vX0,,ChIJVwFQt3TTQIYRx6kBdzq6vX0,true,,,,,,
Nefertiti Smoke Shop LLC,"1439 W Mt Houston Rd, Houston, TX 77038",(832) 728-5014,,,5,153,https://www.google.com/maps/search/?api=1&query=Nefertiti%20Smoke%20Shop%20LLC&query_place_id=ChIJ_9fByRvJQIYRXuROilU-LnU,,ChIJ_9fByRvJQIYRXuROilU-LnU,false,,,,,,
Legends Smoke Shop,"8610 Memorial Dr, Houston, TX 77024",(832) 993-9907,,,4.8,276,https://www.google.com/maps/search/?api=1&query=Legends%20Smoke%20Shop&query_place_id=ChIJwb8Ddw3HQIYR2X6c8UwgqbQ,,ChIJwb8Ddw3HQIYR2X6c8UwgqbQ,false,,,,,,
"SMOKE GUYZ | THC VAPES | VAPES | CBD | KRATOM |","2768 W T C Jester Blvd, Houston, TX 77018",(346) 226-5261,,http://smokeguyz.com/,5,219,https://www.google.com/maps/search/?api=1&query=SMOKE%20GUYZ%20%7C%20THC%20VAPES%20%7C%20VAPES%20%7C%20CBD%20%7C%20KRATOM%20%7C&query_place_id=ChIJMVaPMQDHQIYR8LqwGA8yrZ4,,ChIJMVaPMQDHQIYR8LqwGA8yrZ4,true,,,,,,
BC Smoke Shop,"7909 Westheimer Rd, Houston, TX 77063",(713) 914-9533,,https://www.bcsmokeshop.com/,4.7,292,https://www.google.com/maps/search/?api=1&query=BC%20Smoke%20Shop&query_place_id=ChIJ92tKnLvDQIYR3i160nanjCI,,ChIJ92tKnLvDQIYR3i160nanjCI,true,,,,,,
"Spark City Smoke Shop-Smoke Shop,Vape Shop,Dispensary,Kratom,CBD,Hookah","25757 Westheimer Pkwy Ste 150, Houston, TX 77494",(832) 437-9394,,https://spark-city-smoke.localo.site/,5,35,https://www.google.com/maps/search/?api=1&query=Spark%20City%20Smoke%20Shop-Smoke%20Shop%2CVape%20Shop%2CDispensary%2CKratom%2CCBD%2CHookah&query_place_id=ChIJ0zF_DwAhQYYRVZ85uHgflQ4,,ChIJ0zF_DwAhQYYRVZ85uHgflQ4,true,,,,,,
Burn Smoke Shop,"10218 Westheimer Rd, Houston, TX 77042",(281) 888-6929,,http://www.burnsmokeshophouston.com/,4.3,138,https://www.google.com/maps/search/?api=1&query=Burn%20Smoke%20Shop&query_place_id=ChIJx8Y52TbDQIYRY1c7ixe5qh4,,ChIJx8Y52TbDQIYRY1c7ixe5qh4,true,,,,,,
"Smoke Shop Station,Tattoo supplies, Vape, and Cigar","13339 Jones Rd, Houston, TX 77070",(425) 377-5988,,https://smokeshopstation.com/,4.8,211,https://www.google.com/maps/search/?api=1&query=Smoke%20Shop%20Station%2CTattoo%20supplies%2C%20Vape%2C%20and%20Cigar&query_place_id=ChIJPQrXnC7TQIYRS3vqkIg739Y,,ChIJPQrXnC7TQIYRS3vqkIg739Y,true,,,,,,
"Mango Island Smoke Shop | Vapes | Tobacco | CBD | Delta THC | Kratom | Disposables | Hookah | Novelties | Dispensary","9514 Grant Rd Ste B, Houston, TX 77070",(832) 848-0144,,,4.9,625,https://www.google.com/maps/search/?api=1&query=Mango%20Island%20Smoke%20Shop%20%7C%20Vapes%20%7C%20Tobacco%20%7C%20CBD%20%7C%20Delta%20THC%20%7C%20Kratom%20%7C%20Disposables%20%7C%20Hookah%20%7C%20Novelties%20%7C%20Dispensary&query_place_id=ChIJ34TIA0PNQIYRDXD6x7DFq60,,ChIJ34TIA0PNQIYRDXD6x7DFq60,false,,,,,,
Bahama Mama,"2428 Yale St Ste. B, Houston, TX 77008",(346) 212-2935,,https://www.bahama-mama.com/projects/yale,4.9,250,https://www.google.com/maps/search/?api=1&query=Bahama%20Mama&query_place_id=ChIJYSDhnFfHQIYRjaL-YpUBTMo,,ChIJYSDhnFfHQIYRjaL-YpUBTMo,true,,,,,,
"Cloud Chaserz Smoke Shop Houston, Vape Shop, & Hookah","2037 W Alabama St, Houston, TX 77098",(281) 974-3712,,https://www.cloudchaserzworld.com/montrose-houston-smoke-shop/,4.8,207,https://www.google.com/maps/search/?api=1&query=Cloud%20Chaserz%20Smoke%20Shop%20Houston%2C%20Vape%20Shop%2C%20%26%20Hookah&query_place_id=ChIJGSvxZAvBQIYRlD8TZwTibA4,,ChIJGSvxZAvBQIYRlD8TZwTibA4,true,,,,,,
Stuff N Puff Smoke Shop,"7410 Fairbanks North Houston Rd Suite C, Houston, TX 77040",(832) 672-6664,,,4.3,107,https://www.google.com/maps/search/?api=1&query=Stuff%20N%20Puff%20Smoke%20Shop&query_place_id=ChIJa7CRqpjPQIYRcu2c07lAk64,,ChIJa7CRqpjPQIYRcu2c07lAk64,false,,,,,,
Smoke Dreamz,"1201 Westheimer Rd, Houston, TX 77006",(713) 782-8700,,http://www.smokedreamz.com/,4.6,174,https://www.google.com/maps/search/?api=1&query=Smoke%20Dreamz&query_place_id=ChIJKXY-52G_QIYRztE_cVaG71Q,,ChIJKXY-52G_QIYRztE_cVaG71Q,true,,,,,,
Fantasy,"1412 Westheimer Rd, Houston, TX 77006",(713) 526-9522,,http://fantasy-gifts.com/,4.7,261,https://www.google.com/maps/search/?api=1&query=Fantasy&query_place_id=ChIJAbDRb57AQIYRG9i1pChO_aI,,ChIJAbDRb57AQIYRG9i1pChO_aI,true,,,,,,
Euphoria Smoke & Vape Shop,"1718 Westheimer Rd, Houston, TX 77098",(281) 846-6696,,,4.8,280,https://www.google.com/maps/search/?api=1&query=Euphoria%20Smoke%20%26%20Vape%20Shop&query_place_id=ChIJnwVmbErBQIYRkgVqsvp34mM,,ChIJnwVmbErBQIYRkgVqsvp34mM,false,,,,,,
"Js CBD & SMOKE SHOP — VAPE | HOOKAH | THC DISPENSARY | 7-OH | KRATOM | DAIQUIRIS | GEEKBAR | LOST MARY","9620 Long Point Rd Suite # 300, Houston, TX 77055",(832) 406-0341,,https://linktr.ee/jscbdsmokeshop,5,421,https://www.google.com/maps/search/?api=1&query=Js%20CBD%20%26%20SMOKE%20SHOP%20%E2%80%94%20VAPE%20%7C%20HOOKAH%20%7C%20THC%20DISPENSARY%20%7C%207-OH%20%7C%20KRATOM%20%7C%20DAIQUIRIS%20%7C%20GEEKBAR%20%7C%20LOST%20MARY&query_place_id=ChIJ0z77HRHFQIYRSZ7sPR7XRXw,,ChIJ0z77HRHFQIYRSZ7sPR7XRXw,true,,,,,,
AA Smoke Shop,"4529 Old Spanish Trl suite c, Houston, TX 77021",(346) 354-6995,,,5,186,https://www.google.com/maps/search/?api=1&query=AA%20Smoke%20Shop&query_place_id=ChIJoUO5eCO_QIYRyPZfEMN5Imk,,ChIJoUO5eCO_QIYRyPZfEMN5Imk,false,,,,,,
Top Choice Smoke Shop,"14366 Memorial Dr Ste C, Houston, TX 77079",(832) 919-2338,,,4.8,243,https://www.google.com/maps/search/?api=1&query=Top%20Choice%20Smoke%20Shop&query_place_id=ChIJPQhzfonbQIYRnVKotEbwjjg,,ChIJPQhzfonbQIYRnVKotEbwjjg,false,,,,,,
