"business_name","address","phone","website","rating","review_count","google_maps_url"
"Mango Island Smoke Shop | Vapes | Tobacco | CBD | Delta THC | Kratom | Disposables | Hookah | Novelties | Dispensary","9514 Grant Rd Ste B, Houston, TX 77070","(832) 848-0144","","4.9","617","https://www.google.com/maps/place/Mango+Island+Smoke+Shop+%7C+Vapes+%7C+Tobacco+%7C+CBD+%7C+Delta+THC+%7C+Kratom+%7C+Disposables+%7C+Hookah+%7C+Novelties+%7C+Dispensary/@29.9672944,-95.5597965,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd4303c884df:0xadabc5b0c7fa700d!8m2!3d29.9672944!4d-95.5597965!16s%2Fg%2F11kpj08bmy"
"Vegas Vape & Smoke Shop - Cigars - Dispensary","5645 Treaschwig Rd, Houston, TX 77373","(346) 689-3971","","4.8","494","https://www.google.com/maps/place/Vegas+Vape+%26+Smoke+Shop+-+Cigars+-+Dispensary/@30.045207,-95.3485849,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b515419237bb:0xae7dfc12b6d9ebee!8m2!3d30.045207!4d-95.3485849!16s%2Fg%2F11hzpnspdd"
"Exotic Dept.","3835 Farm to Market 2920, Spring, TX 77388","(346) 298-4899","","5.0","20","https://www.google.com/maps/place/Exotic+Dept./@30.070104,-95.4745615,17z/data=!3m1!4b1!4m6!3m5!1s0x864735bf84f662c7:0x9f50dd71506552ce!8m2!3d30.070104!4d-95.4745615!16s%2Fg%2F11mt06pl61"
"Blue Buzz Smoke, Vape, CBD, Daiquiri","17049 Kuykendahl Rd C, Houston, TX 77068","(346) 629-1882","http://www.bluebuzzhtx.com/","5.0","54","https://www.google.com/maps/place/Blue+Buzz+Smoke,+Vape,+CBD,+Daiquiri/data=!4m7!3m6!1s0x8640cbb53caed77f:0xb04dd1fe4e47c25c!8m2!3d30.0219783!4d-95.4750931!16s%2Fg%2F11wtd3x6yw!19sChIJf9euPLXLQIYRXMJHTv7RTbA"
"ROCK 'N ROLL IT - SMOKE - VAPE - HEMP - LOUETTA 249","11220 Louetta Rd #100, Houston, TX 77070","(346) 808-7669","https://rocknrollit.com/","4.9","459","https://www.google.com/maps/place/ROCK+%27N+ROLL+IT+-+SMOKE+-+VAPE+-+HEMP+-+LOUETTA+249/data=!4m7!3m6!1s0x8640d3d0f57e369d:0x9acd7263ff44345f!8m2!3d29.9974331!4d-95.5870612!16s%2Fg%2F11mtjf2qff!19sChIJnTZ-9dDTQIYRXzRE_2NyzZo"
"Golden Leaf Smoke Shop North","1319 Cypress Creek Pkwy A-160, Houston, TX 77090","","","4.6","43","https://www.google.com/maps/place/Golden+Leaf+Smoke+Shop+North/@30.0136478,-95.4489494,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb4f63d87da3:0xc0de6dd67928aa02!8m2!3d30.0136478!4d-95.4489494!16s%2Fg%2F11y62kdwxp"
"WAY-UP SMOKE & DISPENSARY | THCA | CBD | VAPE | HOOKAH | HEMP | FM 1960","1701 FM 1960 Suite F, Houston, TX 77090","(832) 923-4397","","4.9","177","https://www.google.com/maps/place/WAY-UP+SMOKE+%26+DISPENSARY+%7C+THCA+%7C+CBD+%7C+VAPE+%7C+HOOKAH+%7C+HEMP+%7C+FM+1960/@30.0114868,-95.4546432,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb42d3de8797:0xa8e7f96f59cc6296!8m2!3d30.0114868!4d-95.4546432!16s%2Fg%2F11s1p0x386"
"VapeCity","2040 Louetta Rd, Spring, TX 77388","(281) 640-6666","","4.7","7","https://www.google.com/maps/place/VapeCity/@30.0634384,-95.447765,17z/data=!3m1!4b1!4m6!3m5!1s0x864735a0bac33fa3:0x5f1d3fecfc10d085!8m2!3d30.0634384!4d-95.447765!16s%2Fg%2F11vl3p83hd"
"SMOKE VILLA Spring (Smoke Shop)","30668 Aldine Westfield Rd STE A, Spring, TX 77386","(979) 313-6189","","4.9","230","https://www.google.com/maps/place/SMOKE+VILLA+Spring+(Smoke+Shop)/@30.137687,-95.4001346,17z/data=!3m1!4b1!4m6!3m5!1s0x8647358199596279:0x6a06615790d5f290!8m2!3d30.137687!4d-95.4001346!16s%2Fg%2F11wp0gxm1f"
"Lucid Leaf Botanicals","5020 Louetta Rd Suite 110, Spring, TX 77379","","https://lucidleaf.org/","4.9","329","https://www.google.com/maps/place/Lucid+Leaf+Botanicals/@30.0390053,-95.4921599,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd40d4494611:0xd95980282493ea75!8m2!3d30.0390053!4d-95.4921599!16s%2Fg%2F11x8r622k_"
"Rock 'N Roll It","132 Farm to Market 1960 Rd E Suite A, Houston, TX 77073","(281) 781-7026","https://rocknrollit.com/","4.9","496","https://www.google.com/maps/place/Rock+%27N+Roll+It/data=!4m7!3m6!1s0x8640cb03e6d2eb59:0x2741d9cd5b964100!8m2!3d30.0198459!4d-95.4277634!16s%2Fg%2F11ty7t291q!19sChIJWevS5gPLQIYRAEGWW83ZQSc"
"Smoke Depot#1","24307 Old Aldine Westfield Rd, Spring, TX 77373","(281) 719-5536","","3.3","10","https://www.google.com/maps/place/Smoke+Depot%231/@30.0578613,-95.3987714,17z/data=!3m1!4b1!4m6!3m5!1s0x864735bd55765093:0x8fbc1badbc0db485!8m2!3d30.0578613!4d-95.3987714!16s%2Fg%2F11r24zv1tj"
"SMOKEYDOKE Vape Smoke & Dispensary","566 Cypress Creek Pkwy Ste E, Houston, TX 77090","(832) 680-6232","https://smokeydoke.com/","4.8","452","https://www.google.com/maps/place/SMOKEYDOKE+Vape+Smoke+%26+Dispensary/data=!4m7!3m6!1s0x8640cb94d9f19229:0x77f3188cfb13f896!8m2!3d30.0190001!4d-95.4383695!16s%2Fg%2F11gw2j_z0x!19sChIJKZLx2ZTLQIYRlvgT-4wY83c"
"Down to Earth Smoke Shop","21502 Aldine Westfield Rd, Humble, TX 77338","(281) 645-8090","","5.0","507","https://www.google.com/maps/place/Down+to+Earth+Smoke+Shop/@30.0274167,-95.3802549,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b500e76b5769:0xfe9505bbb465b038!8m2!3d30.0274167!4d-95.3802549!16s%2Fg%2F11txpk0d54"
"Hey Guy: Cigars, Spa & Shop","18521 Kuykendahl Rd, Spring, TX 77379","(281) 817-4222","https://www.heyguycigarlounge.com/","4.8","25","https://www.google.com/maps/place/Hey+Guy:+Cigars,+Spa+%26+Shop/data=!4m7!3m6!1s0x8640cdf57e8c2f73:0x8943f596c12f8f61!8m2!3d30.0384889!4d-95.4883529!16s%2Fg%2F11wy2mt2fj!19sChIJcy-MfvXNQIYRYY8vwZb1Q4k"
"G's SMOKE VAPE SHOP DAIQUIRI","24211 Kuykendahl Rd STE 140, Tomball, TX 77375","(832) 559-8940","https://gssmokeandvape.com/","4.8","83","https://www.google.com/maps/place/G%27s+SMOKE+VAPE+SHOP+DAIQUIRI/data=!4m7!3m6!1s0x864733a4b09a859f:0xa4b6b536d5bb0be4!8m2!3d30.11181!4d-95.554437!16s%2Fg%2F11k59bfz_c!19sChIJn4WasKQzR4YR5Au71Ta1tqQ"
"Bahama Mama Smoke Shop - Cypresswood","19610 Texas 249 Access Rd, Houston, TX 77070","(346) 206-3140","http://www.bahama-mama.com/","4.9","573","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+-+Cypresswood/data=!4m7!3m6!1s0x8640d338780ed7e1:0x44f39020d3e05b5f!8m2!3d29.9808793!4d-95.5664304!16s%2Fg%2F11v4n02thj!19sChIJ4dcOeDjTQIYRX1vg0yCQ80Q"
"Bahama Mama Smoke Shop | Vape | Kratom | CBD","2203 Spring Stuebner Rd Suite #200, Spring, TX 77389","(281) 651-5350","","4.9","311","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+%7C+Vape+%7C+Kratom+%7C+CBD/@30.0825461,-95.4480227,17z/data=!3m1!4b1!4m6!3m5!1s0x8647352d63424ddb:0xfbab39406047c2fe!8m2!3d30.0825461!4d-95.4480227!16s%2Fg%2F11pf844tzm"
"Lala's Mini Mart & Smoke Shop","14455 Bammel North Houston Rd, Houston, TX 77014","","","5.0","11","https://www.google.com/maps/place/Lala's+Mini+Mart+%26+Smoke+Shop/@29.986962,-95.4892074,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd0010ca433b:0x58e28663c19fcc7f!8m2!3d29.986962!4d-95.4892074!16s%2Fg%2F11wqqv94d_"
"Good Palm Smoke Shop","1021 Sawdust Rd #130, Spring, TX 77380","(281) 651-4951","","5.0","264","https://www.google.com/maps/place/Good+Palm+Smoke+Shop/@30.1260336,-95.4565848,17z/data=!3m1!4b1!4m6!3m5!1s0x8647353444aac0b7:0xe3137b66a2b1ef5!8m2!3d30.1260336!4d-95.4565848!16s%2Fg%2F11jy_76jgd"
"Vape Vault-Spring","5035 Farm to Market 2920, Spring, TX 77388","(832) 791-5972","","5.0","5","https://www.google.com/maps/place/Vape+Vault-Spring/@30.0736007,-95.4975646,17z/data=!3m1!4b1!4m6!3m5!1s0x86473347442c5d8f:0xd9b0a7314c574090!8m2!3d30.0736007!4d-95.4975646!16s%2Fg%2F11n44pwmbd"
"Smoke Screens","25602 I-45, Spring, TX 77386","(713) 389-5443","https://www.facebook.com/smokescreens420/","4.5","112","https://www.google.com/maps/place/Smoke+Screens/data=!4m7!3m6!1s0x8647342f1e89c959:0xe5bb4be575385466!8m2!3d30.1336658!4d-95.4429622!16s%2Fg%2F11cjpdvb1g!19sChIJWcmJHi80R4YRZlQ4deVLu-U"
"Eskimo Hut - Frozen Daiquiris To-Go","6730 Louetta Rd, Spring, TX 77379","(281) 257-2910","http://www.eskimohut.com/","4.6","352","https://www.google.com/maps/place/Eskimo+Hut+-+Frozen+Daiquiris+To-Go/data=!4m7!3m6!1s0x8640ccdeda48478d:0xba2e3a88e2de2c5d!8m2!3d30.0254701!4d-95.5166922!16s%2Fg%2F1tdkh0p7!19sChIJjUdI2t7MQIYRXSze4og6Lro"
"Vape City","25701 Interstate 45 N STE 15, Spring, TX 77380","(281) 651-4100","https://vapecity.us/","4.5","200","https://www.google.com/maps/place/Vape+City/data=!4m7!3m6!1s0x864735bf79600569:0x2e88d3918a36db6d!8m2!3d30.1352101!4d-95.4458546!16s%2Fg%2F11spwbn8j8!19sChIJaQVgeb81R4YRbds2ipHTiC4"
"AZ Smoke Shop","3703 Spring Stuebner Rd # D, Spring, TX 77389","(832) 585-1013","","5.0","5","https://www.google.com/maps/place/AZ+Smoke+Shop/@30.0823757,-95.4736043,17z/data=!3m1!4b1!4m6!3m5!1s0x8647357b133411e1:0xc2dfb6e116033b46!8m2!3d30.0823757!4d-95.4736043!16s%2Fg%2F11m78s8cn3"
"Vapor box plus","20530 I-45, Spring, TX 77373","(832) 698-4361","","4.9","33","https://www.google.com/maps/place/Vapor+box+plus/@30.0638236,-95.4329879,17z/data=!3m1!4b1!4m6!3m5!1s0x8647355fed976871:0x52915bf7a72f1b6e!8m2!3d30.0638236!4d-95.4329879!16s%2Fg%2F11y8bzxlrf"
"Excalibur Smoke Shop","8245 Mills Rd Ste A, Houston, TX 77064","(346) 634-7821","","4.8","144","https://www.google.com/maps/place/Excalibur+Smoke+Shop/@29.9528411,-95.5460197,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cdcc9e6d747b:0x70dc7170fce423dc!8m2!3d29.9528411!4d-95.5460197!16s%2Fg%2F11q33m2tmw"
"Whimsy Smoke Shop | Vape | CBD | Kratom | & Essentials","25111 Gosling Rd, Spring, TX 77389","(346) 808-5615","","4.9","151","https://www.google.com/maps/place/Whimsy+Smoke+Shop+%7C+Vape+%7C+CBD+%7C+Kratom+%7C+%26+Essentials/@30.1293436,-95.5061718,17z/data=!3m1!4b1!4m6!3m5!1s0x864733efcd7b99d5:0x71d549ce049d6128!8m2!3d30.1293436!4d-95.5061718!16s%2Fg%2F11lw37ndnr"
"CBD Smoke Shop","6135 Farm to Market 2920 suit 200, Spring, TX 77379","(346) 808-5959","","4.7","28","https://www.google.com/maps/place/CBD+Smoke+Shop/@30.0735863,-95.5170069,17z/data=!3m1!4b1!4m6!3m5!1s0x86473323fa50b3f1:0xaf1829a51d036e82!8m2!3d30.0735863!4d-95.5170069!16s%2Fg%2F11lcg0xy3c"
"Vape City","2040 Louetta Rd, Spring, TX 77388","(346) 372-8551","http://vapecity.us/","","","https://www.google.com/maps/place/Vape+City/@30.0634384,-95.447765,17z/data=!3m1!4b1!4m6!3m5!1s0x864735164c30c37d:0xba86adc330bd08b1!8m2!3d30.0634384!4d-95.447765!16s%2Fg%2F11yy0s7z8f"
"ASTROS LIQUOR","16634 Champion Forest Dr, Spring, TX 77379","(346) 808-5876","","5.0","20","https://www.google.com/maps/place/ASTROS+LIQUOR/@30.0119669,-95.5365449,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd5e0b150c0b:0x66d3fb2c3ed35361!8m2!3d30.0119669!4d-95.5365449!16s%2Fg%2F11wth95s_q"
"Casa de Montecristo Cigar Lounge - FM 1960","6608 Farm to Market 1960 Rd W D, Houston, TX 77069","(281) 397-9800","https://www.casademontecristo.com/fm-1960/?utm_source=google&utm_medium=organic&utm_campaign=businessprofile","4.7","388","https://www.google.com/maps/place/Casa+de+Montecristo+Cigar+Lounge+-+FM+1960/data=!4m7!3m6!1s0x8640cdc85ef0f4bb:0xec57513237c30b8a!8m2!3d29.9719491!4d-95.5292276!16s%2Fg%2F11fy4wr6bz!19sChIJu_TwXsjNQIYRigvDNzJRV-w"
"Tokin Eddie's Smoke & Hookah Shop","6105 Farm to Market 1960 Rd W, Houston, TX 77069","(281) 586-6080","","4.7","227","https://www.google.com/maps/place/Tokin+Eddie's+Smoke+%26+Hookah+Shop/@29.9749668,-95.5201859,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cc4ae2453b7f:0x135d63fbf75de2fe!8m2!3d29.9749668!4d-95.5201859!16s%2Fg%2F1tdgvshg"
"Puff Daddy Smoke Shop & Daiquiris","17005 Tomball Pkwy #300, Houston, TX 77064","(832) 478-5130","","4.7","71","https://www.google.com/maps/place/Puff+Daddy+Smoke+Shop+%26+Daiquiris/@29.9523373,-95.5378161,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd36f6e7cfa5:0x311bfc6b095aa683!8m2!3d29.9523373!4d-95.5378161!16s%2Fg%2F11tp46dzc6"
"ZiP's VAPE & CBD - SMOKE | DELTA | THCA | KRATOM | DISPOSABLES","21322 Kuykendahl Rd D, Spring, TX 77379","(281) 323-4201","https://www.instagram.com/zipsvapes/","4.9","96","https://www.google.com/maps/place/ZiP%27s+VAPE+%26+CBD+-+SMOKE+%7C+DELTA+%7C+THCA+%7C+KRATOM+%7C+DISPOSABLES/data=!4m7!3m6!1s0x86473342f4d1c181:0x7f0e6136b6ae33f6!8m2!3d30.0776403!4d-95.5152576!16s%2Fg%2F11l73w9qjn!19sChIJgcHR9EIzR4YR9jOutjZhDn8"
"Pineapple Xpress Smoke Shop FM-1960 RD","9581 FM 1960, Houston, TX 77064","(281) 955-5367","http://xpress.pine-applexpress.com/","4.8","1,138","https://www.google.com/maps/place/Pineapple+Xpress+Smoke+Shop+FM-1960+RD/data=!4m7!3m6!1s0x8640d1fbe739e691:0x9fb78a7e7bf20ca4!8m2!3d29.942403!4d-95.568537!16s%2Fg%2F12hng324b!19sChIJkeY55_vRQIYRpAzye36Kt58"
"Texas Star Grill Shop Outlet","8905 Louetta Rd, Spring, TX 77379","(346) 808-5693","https://texasstargrillshop.com/","4.7","97","https://www.google.com/maps/place/Texas+Star+Grill+Shop+Outlet/data=!4m7!3m6!1s0x8640cd6dfef1221f:0x1b559712489bc38a!8m2!3d30.0079563!4d-95.5457737!16s%2Fg%2F11c5bltjnp!19sChIJHyLx_m3NQIYRisObSBKXVRs"
"SMOKEY DAQ - DAIQUIRIS - SMOKE SHOP - VAPE SHOP - WINGS - TENDERS - BEER - WINE - HALAL FAST FOOD- KRATOM - THCA","2509 FM 1960, Houston, TX 77073","(281) 677-1322","https://smokeydaqus.com/","5.0","284","https://www.google.com/maps/place/SMOKEY+DAQ+-+DAIQUIRIS+-+SMOKE+SHOP+-+VAPE+SHOP+-+WINGS+-+TENDERS+-+BEER+-+WINE+-+HALAL+FAST+FOOD-+KRATOM+-+THCA/data=!4m7!3m6!1s0x8640b5cb280334cd:0x4d139bbe9304b61c!8m2!3d30.0231442!4d-95.3883376!16s%2Fg%2F11rt_mh6dh!19sChIJzTQDKMu1QIYRHLYEk76bE00"
"Smokey’s CBD and Vape","525 Sawdust Rd STE 105, The Woodlands, TX 77380","(346) 331-2917","http://smokeyscbdandvape.com/","4.8","66","https://www.google.com/maps/place/Smokey%E2%80%99s+CBD+and+Vape/data=!4m7!3m6!1s0x8647355edc7c17ff:0xa92539bc0efee010!8m2!3d30.125846!4d-95.4523588!16s%2Fg%2F11q968c4k8!19sChIJ_xd83F41R4YREOD-Drw5Jak"
"Sound Revolution - MUSIC ● SKATE ● WEAR","8312 Louetta Rd, Spring, TX 77379","(281) 444-5454","https://www.soundrevolutionhtx.com/?utm_source=google&utm_medium=business_profile","4.7","576","https://www.google.com/maps/place/Sound+Revolution+-+MUSIC+%E2%97%8F+SKATE+%E2%97%8F+WEAR/data=!4m7!3m6!1s0x8640cb117536fa57:0xdf17841c9198ebc5!8m2!3d30.0129997!4d-95.5392948!16s%2Fg%2F1trxf27d!19sChIJV_o2dRHLQIYRxeuYkRyEF98"
"High End Smoke Shop And E-Cig","1523 Rayford Rd b, Spring, TX 77386","(281) 362-5374","https://www.facebook.com/profile.php?id=100010391539757","4.1","67","https://www.google.com/maps/place/High+End+Smoke+Shop+And+E-Cig/data=!4m7!3m6!1s0x864735c36343ad05:0x898bd4ac1a2a28d1!8m2!3d30.125734!4d-95.4193043!16s%2Fg%2F11bx5nn1zb!19sChIJBa1DY8M1R4YR0SgqGqzUi4k"
"Hype City Smoke Shop | Delta 8 | Hookah | Vape |","10211 Cypresswood Dr Ste# 800, Houston, TX 77070","(361) 786-7777","","4.8","30","https://www.google.com/maps/place/Hype+City+Smoke+Shop+%7C+Delta+8+%7C+Hookah+%7C+Vape+%7C/@29.9781823,-95.5707938,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d3dbe2b0c923:0x8775bce3c5d37994!8m2!3d29.9781823!4d-95.5707938!16s%2Fg%2F11rk4dqzb_"
"Elite Cigars","24627 I-45, Spring, TX 77380","","","4.4","56","https://www.google.com/maps/place/Elite+Cigars/@30.1202945,-95.4428176,17z/data=!3m1!4b1!4m6!3m5!1s0x86473436dc40877f:0x580ae046784c1591!8m2!3d30.1202945!4d-95.4428176!16s%2Fg%2F11fct5r4l9"
"Krazy Ape Vapor - Vape & Smoke Shop","4728 Farm to Market 2920 #8, Spring, TX 77388","(281) 528-8283","","4.4","202","https://www.google.com/maps/place/Krazy+Ape+Vapor+-+Vape+%26+Smoke+Shop/@30.0737598,-95.4922413,17z/data=!3m1!4b1!4m6!3m5!1s0x864733605a295f9d:0x4487df2ced443d5c!8m2!3d30.0737598!4d-95.4922413!16s%2Fg%2F1yg6nq59n"
"Champion True Value Hardware","16720 Champion Forest Dr, Spring, TX 77379","(832) 559-8823","https://www.truevalue.com/champion-tx/","4.8","173","https://www.google.com/maps/place/Champion+True+Value+Hardware/data=!4m7!3m6!1s0x8640cd13a6d57bbd:0xd4a6e78916966734!8m2!3d30.0129434!4d-95.5367211!16s%2Fg%2F1pp2wys8t!19sChIJvXvVphPNQIYRNGeWFonnptQ"
"Legends Smoke and Vape","2907 Rayford Rd Suite 103, Spring, TX 77386","(281) 323-4110","","4.6","224","https://www.google.com/maps/place/Legends+Smoke+and+Vape/@30.1213195,-95.3990688,17z/data=!3m1!4b1!4m6!3m5!1s0x864735470a31b467:0x467517d0db71127!8m2!3d30.1213195!4d-95.3990688!16s%2Fg%2F11fk8f3wl9"
"Grand Liquor - Beer Wine & Smoke","18550 Champion Forest Dr Suite 200, Spring, TX 77379","","","","","https://www.google.com/maps/place/Grand+Liquor+-+Beer+Wine+%26+Smoke/@30.034333,-95.5562476,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd7e7be8d06d:0xac0017de928ecf1d!8m2!3d30.034333!4d-95.5562476!16s%2Fg%2F11y12m49m0"
