"business_name","address","phone","website","rating","review_count","google_maps_url"
"SS Smoke Shop","12121 Veterans Memorial Dr Ste 1B, Houston, TX 77067","","","5.0","2","https://www.google.com/maps/place/SS+Smoke+Shop/@29.9620897,-95.4809787,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cdb7a7d838d3:0x6a11067ada1548f2!8m2!3d29.9620897!4d-95.4809787!16s%2Fg%2F11x1zg80mv"
"Smoker empire","12914 Farm to Market 1960 Rd W Suite F, Houston, TX 77065","(832) 912-4069","","4.8","127","https://www.google.com/maps/place/Smoker+empire/@29.9198048,-95.6108682,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d1be97652841:0xc2214649aee5e5ee!8m2!3d29.9198048!4d-95.6108682!16s%2Fg%2F11j90fh949"
"Nice Dreams Smoke Vape","22948 Imperial Valley Dr, Houston, TX 77073","(281) 982-3182","","4.7","19","https://www.google.com/maps/place/Nice+Dreams+Smoke+Vape/@30.0300724,-95.4209152,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cbbd1e34a9e7:0x2032cb54ba3ff0bc!8m2!3d30.0300724!4d-95.4209152!16s%2Fg%2F11shqkz313"
"Sound Revolution - MUSIC ● SKATE ● WEAR","21153 Tomball Pkwy, Houston, TX 77070","(832) 534-8066","https://www.soundrevolutionhtx.com/","4.7","488","https://www.google.com/maps/place/Sound+Revolution+-+MUSIC+%E2%97%8F+SKATE+%E2%97%8F+WEAR/data=!4m7!3m6!1s0x8640d28b162142c1:0x8e88611bb3674f53!8m2!3d29.9975896!4d-95.5820194!16s%2Fg%2F1pzwxqg_1!19sChIJwUIhFovSQIYRU09nsxthiI4"
"Puffmeister Smoke & Vape Shop","13831 Huffmeister Rd Suite C, Cypress, TX 77429","(832) 334-5379","https://www.facebook.com/profile.php?id=100094764019590","4.5","48","https://www.google.com/maps/place/Puffmeister+Smoke+%26+Vape+Shop/data=!4m7!3m6!1s0x8640d37c12f8c517:0x7338147127a63504!8m2!3d29.9694774!4d-95.6402926!16s%2Fg%2F11s17tlz03!19sChIJF8X4EnzTQIYRBDWmJ3EUOHM"
"Karma Smoke Shop & Daiquiris To Go - CBD, THC, VAPE, HOOKAH, TOBACCO, GLASS, PIPES,","9523 Antoine Dr, Houston, TX 77086","(832) 986-0490","","4.7","79","https://www.google.com/maps/place/Karma+Smoke+Shop+%26+Daiquiris+To+Go+-+CBD,+THC,+VAPE,+HOOKAH,+TOBACCO,+GLASS,+PIPES,/@29.9079104,-95.4807639,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cffb8f8e84cd:0x3c4b0e38eef455f7!8m2!3d29.9079104!4d-95.4807639!16s%2Fg%2F11kqrlbpb1"
"DC Smoke Shop","357 Greens Rd, Houston, TX 77060","(832) 231-9569","https://www.instagram.com/dcsmokeshop1?igsh=c2k4c3Fsd2J5NDd5","4.2","101","https://www.google.com/maps/place/DC+Smoke+Shop/data=!4m7!3m6!1s0x8640c98851e41fcb:0x7d31e9dd2de6c4ef!8m2!3d29.9511938!4d-95.409219!16s%2Fg%2F11h3ftpyp1!19sChIJyx_kUYjJQIYR78TmLd3pMX0"
"SMOKEYDOKE Vape Smoke & Dispensary","5784 Bingle Rd, Houston, TX 77092","(832) 804-9490","https://smokeydoke.com/","4.7","548","https://www.google.com/maps/place/SMOKEYDOKE+Vape+Smoke+%26+Dispensary/data=!4m7!3m6!1s0x8640c5f00d2870fd:0xad21b1300ce06005!8m2!3d29.8499843!4d-95.4884677!16s%2Fg%2F11bwm6dy8p!19sChIJ_XAoDfDFQIYRBWDgDDCxIa0"
"Rock 'N Roll It","1969 W T C Jester Blvd, Houston, TX 77008","(713) 230-8535","https://rocknrollit.com/","4.7","590","https://www.google.com/maps/place/Rock+%27N+Roll+It/data=!4m7!3m6!1s0x8640c71c5f51db15:0x5e0a8eab3acc9c10!8m2!3d29.8019267!4d-95.4329341!16s%2Fg%2F1tk4rjvz!19sChIJFdtRXxzHQIYREJzMOquOCl4"
"SUPREME SMOKE OPEN 24 HOURS & VAPE & KRATOM & THC & HOOKAH & CIGARS & GLASS PIPES & CBD","435 Rayford Rd Suite #102, Spring, TX 77386","(346) 829-6814","","5.0","565","https://www.google.com/maps/place/SUPREME+SMOKE+OPEN+24+HOURS+%26+VAPE+%26+KRATOM+%26+THC+%26+HOOKAH+%26+CIGARS+%26+GLASS+PIPES+%26+CBD/@30.1276425,-95.4344039,17z/data=!3m1!4b1!4m6!3m5!1s0x8647356cb8a85e51:0x334a22a47b294e02!8m2!3d30.1276425!4d-95.4344039!16s%2Fg%2F11lywvtb8b"
"Good O Timez Smoke N Tattoo Supplies","719 W Mt Houston Rd, Houston, TX 77038","(832) 781-4414","","5.0","463","https://www.google.com/maps/place/Good+O+Timez+Smoke+N+Tattoo+Supplies/@29.8977919,-95.413458,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c9542248aaed:0x5d620b9d1f75f829!8m2!3d29.8977919!4d-95.413458!16s%2Fg%2F11rdc3ndh7"
"MOONLIGHT SMOKE SHOP, VAPE, DELTA 8, CBD, KRATOM, 7OHMZ & TATTOO ACCESSORIES","26835 Cypresswood Dr, Spring, TX 77373","(281) 719-0519","","4.6","110","https://www.google.com/maps/place/MOONLIGHT+SMOKE+SHOP,+VAPE,+DELTA+8,+CBD,+KRATOM,+7OHMZ+%26+TATTOO+ACCESSORIES/@30.0623517,-95.3942194,17z/data=!3m1!4b1!4m6!3m5!1s0x8647356c8cd40847:0xfe9cf1e0014cc0f0!8m2!3d30.0623517!4d-95.3942194!16s%2Fg%2F11jfjhr0hw"
"Nefertiti Smoke Shop LLC","1439 W Mt Houston Rd, Houston, TX 77038","(832) 728-5014","","5.0","153","https://www.google.com/maps/place/Nefertiti+Smoke+Shop+LLC/@29.8974269,-95.4280524,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c91bc9c1d7ff:0x752e3e558a4ee45e!8m2!3d29.8974269!4d-95.4280524!16s%2Fg%2F11pgtht47h"
"Greenhouse Smoke and Vape","9132 W Little York Rd, Houston, TX 77040","(346) 439-6212","","4.6","54","https://www.google.com/maps/place/Greenhouse+Smoke+and+Vape/@29.8691885,-95.5370601,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cf76fe1ec6fd:0x97647704dfcd53ea!8m2!3d29.8691885!4d-95.5370601!16s%2Fg%2F11k4jjk19k"
"Vitrum smoke shop","8660 Hwy 6 N, Houston, TX 77095","(281) 815-5857","","4.8","463","https://www.google.com/maps/place/Vitrum+smoke+shop/@29.9050674,-95.6310045,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d11c95b6ae77:0x7bcca9ab0a2cee0d!8m2!3d29.9050674!4d-95.6310045!16s%2Fg%2F11fsrz59rv"
"AK Smoke","7404 Fairbanks North Houston Rd, Houston, TX 77040","(713) 471-3567","http://ak.com/","4.8","45","https://www.google.com/maps/place/AK+Smoke/data=!4m7!3m6!1s0x8640cf087453c81d:0x33026ea8e6d63ae6!8m2!3d29.8832383!4d-95.52431!16s%2Fg%2F11jzqw2klz!19sChIJHchTdAjPQIYR5jrW5qhuAjM"
"290 SMOKE SHOP","17504 Northwest Fwy #700, Jersey Village, TX 77065","(713) 466-1195","","4.7","76","https://www.google.com/maps/place/290+SMOKE+SHOP/@29.8915587,-95.5847099,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d0487abcc9ad:0x94849155e8e690bd!8m2!3d29.8915587!4d-95.5847099!16s%2Fg%2F1tpn2z2y"
"Discount Tobacco","10959 Cypress Creek Pkwy, Houston, TX 77070","(281) 890-6410","","4.2","223","https://www.google.com/maps/place/Discount+Tobacco/@29.9328297,-95.5842743,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d193147894bb:0xf90d773d1cd2f840!8m2!3d29.9328297!4d-95.5842743!16s%2Fg%2F11b6_rlwwr"
"Space City Smoke Shop","8138 Antoine Dr, Houston, TX 77088","(281) 260-7164","","4.7","287","https://www.google.com/maps/place/Space+City+Smoke+Shop/@29.886878,-95.473438,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c8cbb33ed307:0xbbda39dd4897b481!8m2!3d29.886878!4d-95.473438!16s%2Fg%2F1wrtd77q"
"STONER NINE SMOKE SHOP I FM 529 SPENCER PLAZA I Delta-8 I Cbd I Hookah I Vape I Vape Juice I","15301 FM 529 SUITE # 130, Houston, TX 77095","(281) 861-5318","","4.7","121","https://www.google.com/maps/place/STONER+NINE+SMOKE+SHOP+I+FM+529+SPENCER+PLAZA+I+Delta-8+I+Cbd+I+Hookah+I+Vape+I+Vape+Juice+I/@29.8786772,-95.638866,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d100239ab371:0x4a79206db2d5a904!8m2!3d29.8786772!4d-95.638866!16s%2Fg%2F11vk2zgyx5"
"Cherry Smoke & Vapor & Hookah/E-Cig","7620 Cherry Park Dr Suite E, Houston, TX 77095","(832) 427-5606","","4.9","189","https://www.google.com/maps/place/Cherry+Smoke+%26+Vapor+%26+Hookah%2FE-Cig/@29.8898704,-95.6398391,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d1678a2bdf83:0xf2623ec18d8c3589!8m2!3d29.8898704!4d-95.6398391!16s%2Fg%2F11rktkln67"
"Verde Planet // EADO Smoke n Vape","3016 Canal St, Houston, TX 77003","(713) 485-5814","http://verdepla.net/","4.7","180","https://www.google.com/maps/place/Verde+Planet+%2F%2F+EADO+Smoke+n+Vape/data=!4m7!3m6!1s0x8640bf3007b055a5:0xf7262dfb09aced62!8m2!3d29.754056!4d-95.340694!16s%2Fg%2F11h034lv5k!19sChIJpVWwBzC_QIYRYu2sCfstJvc"
"Pipes Gifts & More Inc","1736 W Mt Houston Rd, Houston, TX 77038","(281) 999-3033","","4.6","85","https://www.google.com/maps/place/Pipes+Gifts+%26+More+Inc/@29.8989361,-95.4287934,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c85768c74c35:0x28501c2fd3ac39ae!8m2!3d29.8989361!4d-95.4287934!16s%2Fg%2F1tdm_x0p"
"Smoke shop","2343 FM 1960, Houston, TX 77073","(832) 640-3695","","4.2","18","https://www.google.com/maps/place/Smoke+shop/@30.0247059,-95.391971,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b514981d5077:0xdd2506232f3363c5!8m2!3d30.0247059!4d-95.391971!16s%2Fg%2F11h6t8gtv5"
"Stuff N Puff Smoke Shop","7410 Fairbanks North Houston Rd Suite C, Houston, TX 77040","(832) 672-6664","","4.3","107","https://www.google.com/maps/place/Stuff+N+Puff+Smoke+Shop/@29.8816804,-95.5250947,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cf98aa91b06b:0xae9340b9d39ced72!8m2!3d29.8816804!4d-95.5250947!16s%2Fg%2F11dxd_f2qx"
"Greenspoint Smoke Shop","416-B W Greens Rd, Houston, TX 77067","(281) 836-5224","","4.5","63","https://www.google.com/maps/place/Greenspoint+Smoke+Shop/@29.9496975,-95.4228392,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c91bb9629f87:0x2ad1f2634504b40e!8m2!3d29.9496975!4d-95.4228392!16s%2Fg%2F11qpvxs5px"
"Purple haze smoke shop #3","2327 Farm to Market 1960 Rd E, Houston, TX 77073","(832) 640-3695","","4.3","14","https://www.google.com/maps/place/Purple+haze+smoke+shop+%233/@30.0247445,-95.3922057,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb7ff092e2cd:0x2acf4d34cdc70c85!8m2!3d30.0247445!4d-95.3922057!16s%2Fg%2F11n358q4gq"
"CELEBRITY EVENTS SMOKE SHOP & LOUNGE","6830 N Eldridge Pkwy Suite #508, Houston, TX 77041","(281) 220-9564","","4.7","276","https://www.google.com/maps/place/CELEBRITY+EVENTS+SMOKE+SHOP+%26+LOUNGE/@29.8759195,-95.6071147,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d9c402f4a3df:0xcc7bb3c0bc1b0c2b!8m2!3d29.8759195!4d-95.6071147!16s%2Fg%2F11g0ft4_8j"
"Bahama Mama N Shepherd","1008 N Shepherd Dr, Houston, TX 77008","(346) 335-8986","http://www.bahama-mama.com/","4.9","336","https://www.google.com/maps/place/Bahama+Mama+N+Shepherd/data=!4m7!3m6!1s0x8640c7939e0f7277:0x83c4dde8d0506539!8m2!3d29.7890833!4d-95.4094689!16s%2Fg%2F11tn248xmr!19sChIJd3IPnpPHQIYROWVQ0OjdxIM"
"IAH SMOKE, VAPE, & HOOKAH","1435 Aldine Bender Rd, Houston, TX 77032","(951) 452-4157","https://instagram.com/iahsmoke?igshid=YmMyMTA2M2Y=","5.0","295","https://www.google.com/maps/place/IAH+SMOKE,+VAPE,+%26+HOOKAH/data=!4m7!3m6!1s0x8640b777dfd8dd4d:0xe97a668c1e4ece86!8m2!3d29.9329855!4d-95.3647089!16s%2Fg%2F11khnhf62v!19sChIJTd3Y33e3QIYRhs5OHoxmeuk"
"Bahama Mama Smoke Shop Sawdust | Vape | Tobacco | CBD | Delta THC | Kratom | Hookah | Disposables | Cigars","314 Sawdust Rd suite 102A, Spring, TX 77380","(281) 651-5013","","4.9","887","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+Sawdust+%7C+Vape+%7C+Tobacco+%7C+CBD+%7C+Delta+THC+%7C+Kratom+%7C+Hookah+%7C+Disposables+%7C+Cigars/@30.127079,-95.447075,17z/data=!3m1!4b1!4m6!3m5!1s0x8647354a8cff8b37:0x5e8584d03574a88d!8m2!3d30.127079!4d-95.447075!16s%2Fg%2F11n8qmvtrz"
"HTown Smoke shop 3","318 Shepherd Dr, Houston, TX 77007","(713) 485-4656","","4.9","509","https://www.google.com/maps/place/HTown+Smoke+shop+3/@29.7659111,-95.4090496,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c1b4c145647f:0xe83c277b6daa363a!8m2!3d29.7659111!4d-95.4090496!16s%2Fg%2F11sv0_g9hh"
"Pineapple Xpress Smoke Shop 6th Street","5930 Hwy 6 N, Houston, TX 77084","(281) 345-7850","http://6thstreet.pine-applexpress.com/","4.8","970","https://www.google.com/maps/place/Pineapple+Xpress+Smoke+Shop+6th+Street/data=!4m7!3m6!1s0x8640d0ad43aa9ecb:0x1f0b381ebc711c23!8m2!3d29.8648275!4d-95.6443521!16s%2Fg%2F11b7fwm65w!19sChIJy56qQ63QQIYRIxxxvB44Cx8"
"SMOKE GUYZ | THC VAPES | VAPES | CBD | KRATOM |","2768 W T C Jester Blvd, Houston, TX 77018","(346) 226-5261","http://smokeguyz.com/","5.0","219","https://www.google.com/maps/place/SMOKE+GUYZ+%7C+THC+VAPES+%7C+VAPES+%7C+CBD+%7C+KRATOM+%7C/data=!4m7!3m6!1s0x8640c700318f5631:0x9ead320f18b0baf0!8m2!3d29.8103692!4d-95.4434033!16s%2Fg%2F11lmhhq27_!19sChIJMVaPMQDHQIYR8LqwGA8yrZ4"
"SMOKE ALLEY","4620 Dacoma St, Houston, TX 77092","(713) 688-0600","http://smokealley.com/","4.9","868","https://www.google.com/maps/place/SMOKE+ALLEY/data=!4m7!3m6!1s0x8640c68cd73f76ed:0xf4fb7ed2f7dfa915!8m2!3d29.8071111!4d-95.4573408!16s%2Fg%2F12h_5vjgf!19sChIJ7XY_14zGQIYRFanf99J--_Q"
"Cali Vibes Smoke Shop","1302 Houston Ave Suite 200, Houston, TX 77007","(832) 834-3943","http://calivibessmokeshop.com/","4.8","297","https://www.google.com/maps/place/Cali+Vibes+Smoke+Shop/data=!4m7!3m6!1s0x8640bf44ae144abd:0x95237f8a545009!8m2!3d29.7703625!4d-95.3720901!16s%2Fg%2F11rn515vlm!19sChIJvUoUrkS_QIYRCVBUin8jlQA"
"Vape City","12121 Northwest Fwy, Houston, TX 77092","(832) 925-7842","https://vapecity.us/","4.5","291","https://www.google.com/maps/place/Vape+City/data=!4m7!3m6!1s0x8640c5d6e643e62f:0xeafe38fb55fcf7eb!8m2!3d29.8335386!4d-95.485152!16s%2Fg%2F11kz_k6q2z!19sChIJL-ZD5tbFQIYR6_f8Vfs4_uo"
"Green Smoke Vape & Tobacco","14121 Northwest Fwy F, Houston, TX 77040","(346) 664-9675","","4.6","147","https://www.google.com/maps/place/Green+Smoke+Vape+%26+Tobacco/@29.8591917,-95.525763,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cf924fba24a3:0xe72f87bfa3760016!8m2!3d29.8591917!4d-95.525763!16s%2Fg%2F11gsdqtzbx"
"Mr Smoke (Delta 8, Vape, CBD, Kratom & Hookah)","10850 West Rd Suite 106, Houston, TX 77064","(773) 704-9631","","4.8","43","https://www.google.com/maps/place/Mr+Smoke+(Delta+8,+Vape,+CBD,+Kratom+%26+Hookah)/@29.9100819,-95.579656,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d1b35274d40b:0x84b0d4399cdf46f1!8m2!3d29.9100819!4d-95.579656!16s%2Fg%2F11mw0rl545"
"Fantasy","1412 Westheimer Rd, Houston, TX 77006","(713) 526-9522","http://fantasy-gifts.com/","4.7","261","https://www.google.com/maps/place/Fantasy/data=!4m7!3m6!1s0x8640c09e6fd1b001:0xa2fd4e28a4b5d81b!8m2!3d29.743275!4d-95.3964749!16s%2Fg%2F1tg5ch5v!19sChIJAbDRb57AQIYRG9i1pChO_aI"
"Beltway 8 Smoke Shop","12425 John F Kennedy Blvd, Houston, TX 77039","(281) 826-4984","","4.5","18","https://www.google.com/maps/place/Beltway+8+Smoke+Shop/@29.9043553,-95.3328289,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b7c6b1fbe63b:0xd27356e5e483a893!8m2!3d29.9043553!4d-95.3328289!16s%2Fg%2F11l22ss7g6"
"HTown Smoke Shop","722 W 19th St SUITE B, Houston, TX 77008","(281) 888-6328","","4.9","632","https://www.google.com/maps/place/HTown+Smoke+Shop/@29.8023917,-95.4106656,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c70a7c42a7cf:0x6f9577792f625622!8m2!3d29.8023917!4d-95.4106656!16s%2Fg%2F11h0zfjqt8"
"Melting Leaf Cbd Hemp & Smoke","5706 Root Rd, Spring, TX 77389","(281) 323-4607","","4.5","11","https://www.google.com/maps/place/Melting+Leaf+Cbd+Hemp+%26+Smoke/@30.0974073,-95.5072389,17z/data=!3m1!4b1!4m6!3m5!1s0x864733a5ba072a79:0xf65c6de2611a64a9!8m2!3d30.0974073!4d-95.5072389!16s%2Fg%2F11qg2yldv9"
"Memorial Smoke & Vape","1333 Gessner Rd suite B, Houston, TX 77055","(713) 973-6418","","5.0","955","https://www.google.com/maps/place/Memorial+Smoke+%26+Vape/@29.7923455,-95.5450991,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c541e3c649b7:0xd56ab824fb0255e5!8m2!3d29.7923455!4d-95.5450991!16s%2Fg%2F11h77tnpcg"
